Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle
1;BTPrestamos_v1.Simular_1;266;0;2021-08-31 12:40:13;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];1;20
2;BTPrestamos_v1.Simular_2;337;0;2021-08-31 12:40:14;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
3;BTPrestamos_v1.Simular_3;273;0;2021-08-31 12:40:16;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
4;BTPrestamos_v1.Simular_4;333;0;2021-08-31 12:40:17;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
5;BTPrestamos_v1.Simular_5;264;0;2021-08-31 12:40:15;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
6;BTClientes_v1.ObtenerCuentasAhorro_1;219;0;2021-08-27 15:01:31;[0, 0, 0, 0, 0, 0, 0];0;20
7;BTClientes_v1.ObtenerCuentasAhorro_2;264;0;2021-08-27 15:01:29;[0, 0, 0, 0, 0, 0, 0];0;20
8;BTClientes_v1.ObtenerCuentasAhorro_3;229;0;2021-08-27 15:01:39;[0, 0, 0, 0, 0, 0, 0];0;20
9;BTClientes_v1.ObtenerCuentasCorrientes_1;227;0;2021-08-27 15:01:40;[0, 0, 0, 0, 0, 0, 0];0;20
10;BTClientes_v1.ObtenerCuentasCorrientes_2;303;0;2021-08-27 15:01:51;[0, 0, 0, 0, 0, 0, 0];0;20
11;BTClientes_v1.ObtenerCuentasCorrientes_3;242;0;2021-08-27 15:01:30;[0, 0, 0, 0, 0, 0, 0];0;20
12;BTClientes_v1.ObtenerPrestamos_1;235;0;2021-08-27 15:01:44;[0, 0, 0, 0, 0, 0, 0];0;20
13;BTClientes_v1.ObtenerPrestamos_2;233;0;2021-08-27 15:01:53;[0, 0, 0, 0, 0, 0, 0];0;20
14;BTClientes_v1.ObtenerPrestamos_3;294;0;2021-08-27 15:01:29;[0, 0, 0, 0, 0, 0, 0];0;20
15;BTPrestamos_v1.ObtenerDetalle_1;403;0;2021-08-31 12:40:14;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
16;BTPrestamos_v1.ObtenerDetalle_2;327;0;2021-08-31 12:40:15;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
17;BTPrestamos_v1.ObtenerDetalle_3;471;0;2021-08-31 12:40:16;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;20
18;BTClientes_v1.ObtenerPlazosFijos_1;225;0;2021-08-27 15:01:30;[0, 0, 0, 0, 0, 0, 0];0;20
19;BTClientes_v1.ObtenerPlazosFijos_2;281;0;2021-08-27 15:01:36;[0, 0, 0, 0, 0, 0, 0];0;20
20;BTClientes_v1.ObtenerPlazosFijos_3;227;0;2021-08-27 15:01:44;[0, 0, 0, 0, 0, 0, 0];0;20
21;BTConfiguracionBantotal_v1.ObtenerSucursales_1;186;0;2021-08-27 15:01:47;[0, 0, 0, 0, 0, 0];0;20
