Cycle;Ids;Names;APFD;NRPA;Optimal APFD;Random APFD;Failed;Total
20;[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53];[BTPrestamos_v1.ObtenerDetalle_1,BTPrestamos_v1.ObtenerDetalle_2,BTPrestamos_v1.Simular_2,BTPrestamos_v1.Simular_3,BTPrestamos_v1.Simular_4,BTClientes_v1.ObtenerCuentasCorrientes_3,BTPrestamos_v1.Simular_1,BTClientes_v1.ObtenerClasificacionesInternas_3,BTPrestamos_v1.ObtenerDetalle_3,BTClientes_v1.ObtenerCuentasAhorro_3,BTPrestamos_v1.Simular_5,BTConfiguracionBantotal_v1.ObtenerMonedas_3,BTClientes_v1.ObtenerSectores_1,BTConfiguracionBantotal_v1.ObtenerMonedas_1,BTClientes_v1.ObtenerClasificacionesInternas_1,BTClientes_v1.ObtenerSectores_2,BTConfiguracionBantotal_v1.ObtenerBarriosColonias_1,BTClientes_v1.ObtenerPlazosFijos_1,BTConfiguracionBantotal_v1.ObtenerEstadosProvinciasDepartamentos_2,BTClientes_v1.ObtenerCuentasCorrientes_1,BTClientes_v1.ObtenerClasificacionesInternas_2,BTConfiguracionBantotal_v1.ObtenerEjecutivos_2,BTConfiguracionBantotal_v1.ObtenerBancos_1,BTConfiguracionBantotal_v1.ObtenerMonedas_2,BTClientes_v1.ObtenerCuentasCorrientes_2,BTClientes_v1.ObtenerPlazosFijos_3,BTClientes_v1.ObtenerSectores_3,BTClientes_v1.ObtenerCuentasAhorro_1,BTClientes_v1.ObtenerPrestamos_3,BTConfiguracionBantotal_v1.ObtenerEstadosProvinciasDepartamentos_1,BTConfiguracionBantotal_v1.ObtenerSucursales_3,BTConfiguracionBantotal_v1.ObtenerCiudadesLocalidades_2,BTConfiguracionBantotal_v1.ObtenerPaises_3,BTConfiguracionBantotal_v1.ObtenerBancos_2,BTConfiguracionBantotal_v1.ObtenerCiudadesLocalidades_1,BTConfiguracionBantotal_v1.ObtenerSucursales_1,BTClientes_v1.ObtenerPrestamos_2,BTConfiguracionBantotal_v1.ObtenerCiudadesLocalidades_3,BTConfiguracionBantotal_v1.ObtenerActividades_3,BTConfiguracionBantotal_v1.ObtenerActividades_1,BTConfiguracionBantotal_v1.ObtenerPaises_1,BTConfiguracionBantotal_v1.ObtenerActividades_2,BTConfiguracionBantotal_v1.ObtenerBarriosColonias_3,BTConfiguracionBantotal_v1.ObtenerPaises_2,BTClientes_v1.ObtenerPlazosFijos_2,BTConfiguracionBantotal_v1.ObtenerEjecutivos_1,BTClientes_v1.ObtenerCuentasAhorro_2,BTConfiguracionBantotal_v1.ObtenerBarriosColonias_2,BTConfiguracionBantotal_v1.ObtenerBancos_3,BTConfiguracionBantotal_v1.ObtenerSucursales_2,BTConfiguracionBantotal_v1.ObtenerEjecutivos_3,BTClientes_v1.ObtenerPrestamos_1,BTConfiguracionBantotal_v1.ObtenerEstadosProvinciasDepartamentos_3];0.910377358490566;0.8725484433472442;0.9245283018867925;0.49056603773584906;8;53
