Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle
1;BTPrestamos_v1.Simular_3;242;0;2021-08-31 12:17:42;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;18
2;BTPrestamos_v1.Simular_4;263;0;2021-08-31 12:17:42;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;18
3;BTPrestamos_v1.Simular_2;248;0;2021-08-31 12:17:42;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;18
4;BTPrestamos_v1.Simular_5;271;0;2021-08-31 12:17:43;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];1;18
5;BTPrestamos_v1.Simular_1;288;0;2021-08-31 12:17:43;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];1;18
